total_genes	n_no_effect	pos_neg_ratio	n_gRNA	pos_effect_variance	mean_pos_effect	neg_effect_variance	mean_neg_effect	depth_factors	noise_variance	sorting_fraction	path	file_id
2000	0.9	0.1	10	0.5	0.1	0.5	0.5	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_11
2000	0.9	0.1	10	0.5	0.1	0.5	0.5	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_12
2000	0.9	0.1	10	0.5	0.1	3	0.1	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_13
2000	0.9	0.1	10	0.5	0.1	3	0.1	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_14
2000	0.9	0.1	10	0.5	0.1	3	0.1	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_15
2000	0.9	0.1	10	0.5	0.1	3	0.1	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_16
2000	0.9	0.1	10	0.5	0.1	3	0.25	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_17
2000	0.9	0.1	10	0.5	0.1	3	0.25	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_18
2000	0.9	0.1	10	0.5	0.1	3	0.25	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_19
2000	0.9	0.1	10	0.5	0.1	3	0.25	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_20
2000	0.9	0.1	10	0.5	0.1	3	0.5	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_21
2000	0.9	0.1	10	0.5	0.1	3	0.5	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_22
2000	0.9	0.1	10	0.5	0.1	3	0.5	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_23
2000	0.9	0.1	10	0.5	0.1	3	0.5	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.1_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_24
2000	0.9	0.1	10	0.5	0.25	0.5	0.1	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_25
2000	0.9	0.1	10	0.5	0.25	0.5	0.1	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_26
2000	0.9	0.1	10	0.5	0.25	0.5	0.1	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_27
2000	0.9	0.1	10	0.5	0.25	0.5	0.1	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_28
2000	0.9	0.1	10	0.5	0.25	0.5	0.25	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_29
2000	0.9	0.1	10	0.5	0.25	0.5	0.25	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_30
2000	0.9	0.1	10	0.5	0.25	0.5	0.25	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_31
2000	0.9	0.1	10	0.5	0.25	0.5	0.25	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_32
2000	0.9	0.1	10	0.5	0.25	0.5	0.5	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_33
2000	0.9	0.1	10	0.5	0.25	0.5	0.5	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_34
2000	0.9	0.1	10	0.5	0.25	0.5	0.5	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_35
2000	0.9	0.1	10	0.5	0.25	0.5	0.5	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_36
2000	0.9	0.1	10	0.5	0.25	3	0.1	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_37
2000	0.9	0.1	10	0.5	0.25	3	0.1	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_38
2000	0.9	0.1	10	0.5	0.25	3	0.1	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_39
2000	0.9	0.1	10	0.5	0.25	3	0.1	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_40
2000	0.9	0.1	10	0.5	0.25	3	0.25	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_41
2000	0.9	0.1	10	0.5	0.25	3	0.25	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_42
2000	0.9	0.1	10	0.5	0.25	3	0.25	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_43
2000	0.9	0.1	10	0.5	0.25	3	0.25	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_44
2000	0.9	0.1	10	0.5	0.25	3	0.5	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_45
2000	0.9	0.1	10	0.5	0.25	3	0.5	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_46
2000	0.9	0.1	10	0.5	0.25	3	0.5	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_47
2000	0.9	0.1	10	0.5	0.25	3	0.5	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.25_neg_effect_variance_3_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_48
2000	0.9	0.1	10	0.5	0.5	0.5	0.1	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_49
2000	0.9	0.1	10	0.5	0.5	0.5	0.1	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_50
2000	0.9	0.1	10	0.5	0.5	0.5	0.1	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_51
2000	0.9	0.1	10	0.5	0.5	0.5	0.1	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.1_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_52
2000	0.9	0.1	10	0.5	0.5	0.5	0.25	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_53
2000	0.9	0.1	10	0.5	0.5	0.5	0.25	200	0.05	0.15	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.15/groundTruth_rep_all.txt	test_54
2000	0.9	0.1	10	0.5	0.5	0.5	0.25	200	0.05	0.2	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.2/groundTruth_rep_all.txt	test_55
2000	0.9	0.1	10	0.5	0.5	0.5	0.25	200	0.05	0.25	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.25_depth_factors_200_noise_variance_0.05/sorted_0.25/groundTruth_rep_all.txt	test_56
2000	0.9	0.1	10	0.5	0.5	0.5	0.5	200	0.05	0.1	/hpcnfs/data/GN2/fgualdrini/Master_batch_scripts/CRISPR_TOOLS_BANCH/Simulations_KERNEL/Simulated_data//total_genes_2000_n_no_effect_0.9_pos_neg_ratio_0.1_n_gRNA_10_pos_effect_variance_0.5_mean_pos_effect_0.5_neg_effect_variance_0.5_mean_neg_effect_0.5_depth_factors_200_noise_variance_0.05/sorted_0.1/groundTruth_rep_all.txt	test_57
